total_variation_magnitude,sharpness_score_laplacian,phase_global_std,total_variation_phase,phase_convergence_step,mag_convergence_step,reprojection_data_error,recovery_err,iteraciones
318398104.8929447,16054306497.693344,2.2419018580324703,188167.5888950628,0.00013208319846739472,2.263647773603228,0.23094765479868706,0.9381431084089675,5
319359553.1220536,16070199941.895435,2.2418977928331616,188198.3011863222,0.0002224072641950159,3.361601721447536,0.2128142093119418,0.9378250942472716,10
324563825.75552315,16095056355.540031,2.2418726336765973,188195.21115744847,0.00023654894865859493,4.965519639732362,0.18896145357148048,0.9367587567491195,15
332016646.60867095,16115463555.929943,2.241860825726139,188217.4122590769,0.00022468235937657185,5.252548917168121,0.16675799081020004,0.9353781396157412,20
339012940.990808,16119874508.8997,2.2418529009017556,188355.85448603914,0.00022018338488754693,4.328318603352191,0.1503861687995504,0.9342506532732606,25
344374908.01610804,16109130889.78719,2.241858896328525,188335.69621176616,0.00023869523144609686,3.2711845334564127,0.1404920852600373,0.9334649570820275,30
348188491.3209653,16091327335.164566,2.241851882839737,188508.6820199213,0.00024268694669226778,2.4598895744967,0.13541417740478576,0.9329586588755391,35
350834683.1941675,16073533270.569836,2.2418467567767655,188642.14506329078,0.000263742989419465,1.9022750412541678,0.13307263816243523,0.9325988345521126,40
352783752.8053793,16059125157.672226,2.241844325111163,188916.27345038782,0.0002803372186588939,1.564235656102736,0.13202189850554036,0.9323048649728103,45
354311183.2273278,16048735623.286562,2.2418412543125634,189245.57793746114,0.0002868920603078179,1.3862264823176216,0.13156877149138121,0.932029161065049,50
355650988.01310515,16041745211.109821,2.2418295250130784,189622.7031607811,0.00029512251216650933,1.3259431962231036,0.13135037881553105,0.9317407757180387,55
356957828.0087959,16037233362.61251,2.2418264538661,189826.5411876141,0.00030154116386297853,1.343615173420427,0.13122514127728652,0.931423811280605,60
358342129.9814551,16034388584.770798,2.2418367744910563,190422.59568044354,0.0003091521572431896,1.4118442381373888,0.13112642153470433,0.9310701329894372,65
359850248.51221216,16032612644.83199,2.241829935415582,190793.39263118227,0.00032815739671582375,1.5141568765481601,0.13103024500017435,0.930674074054203,70
361531478.65655315,16031508877.08984,2.2418378252649025,191152.4371295177,0.00034296080019091213,1.6382514699999755,0.13093330017233507,0.9302286699914938,75
363379292.5236512,16030820789.375835,2.2418555699308467,191598.95526344108,0.0003644529399015381,1.7818598584627618,0.13083216370678,0.9297289457791753,80
365409173.76555574,16030394011.778416,2.2419392197531067,192063.33961826068,0.0003722628319902016,1.9384967565101607,0.13072243713340592,0.9291740585008061,85
367641479.6094122,16030134169.20621,2.242038254194982,192738.17336776445,0.00039841060206907583,2.1083791108811196,0.13060287437519216,0.928560180230719,90
370103999.7819708,16029983302.262287,2.2421203496926867,193485.08653165126,0.00041334042004725446,2.28851003402593,0.13047150105959046,0.9278814524455735,95
372840767.896465,16029903316.2419,2.2421919420606105,194175.6152860507,0.0004259747052602861,2.4856859641212714,0.1303268834004383,0.9271374422878516,100
